Titulo,Estreno,Duracion,Ventas,Genero
Privates on Parade,8/21/2022,113,5757,Comedia 
Professor Beware,3/17/2021,134,4918,Comedia 
Project Nim,07/03/2020,154,2683,Documental
Prom Night,7/15/2022,89,9999,Terror
Prom Night IV: Deliver Us From Evil,02/10/2019,68,9362,Terror
Proposition,01/04/2021,134,568,Crimen
Proyecto X,11/09/2019,73,2294,Comedia 
Psycho II,12/06/2019,65,5182,Terror
,4/21/2023,158,6559,Terror
Psych-Out,1/26/2022,104,5145,Musical
Public Housing,1/30/2022,161,4259,Documental
Public Speaking,03/05/2022,141,7664,Documental
Puckoon,3/18/2022,86,4324,Comedia 
Pulse,06/11/2019,185,1895,Terror
Pumpkin,1/20/2020,152,7743,Comedia 
Punching the Clown,02/09/2023,85,4383,Comedia 
Punk in London,4/30/2021,98,6849,Documental
Punk's Dead: SLC Punk! 2,12/18/2018,95,4953,Comedia 
Punksters & Youngsters ,03/10/2023,65,7896,Documental
Punto de inflexion,10/20/2020,95,682,Documental
Pups,8/16/2021,190,1316,Crimen
Pure Country,02/11/2021,89,16,Musical
Purple Gang,1/18/2022,130,3668,Crimen
Pushover,06/10/2019,136,129,Crimen
Quarantine,7/23/2019,75,1132,Terror
Que Viva Mexico ,5/27/2020,159,8340,Documental
Quest for Fire ,05/01/2022,95,745,Aventura
Questioning Darwin,01/07/2023,134,6124,Documental
Quicksand,7/24/2022,117,1338,Crimen
Quod erat demonstrandum,1/15/2023,174,1908,Documental
Rabid,05/01/2022,185,9767,Terror
Rabid Dogs ,1/20/2022,134,7581,Crimen
Racing Dreams,1/14/2019,95,3445,Documental
Ragamuffin,3/18/2019,161,2217,Musical
Rage in Harlem,6/23/2022,89,8886,Crimen
Rahtree: Flower of the Night ,1/25/2020,117,1326,Terror
Railroaded!,8/28/2020,133,8576,Comedia 
Raising Helen,2/14/2021,122,9785,Comedia 
,11/22/2018,101,1576,Terror
Randy and the Mob,2/21/2021,114,6154,Comedia 
Ransom,11/19/2021,157,4678,Crimen
Rat Race,3/22/2023,209,1041,Comedia 
Read It and Weep,12/04/2018,170,6010,Comedia 
Read My Lips ,06/03/2019,183,9359,Crimen
Ready to Rumble,5/17/2023,176,143,Comedia 
Reality,3/26/2019,101,8911,Comedia 
Reap the Wild Wind,01/07/2020,184,6555,Aventura
Reasonable Doubt,11/19/2020,108,7800,Crimen
Rebirth,1/18/2020,171,6542,Terror
Rec,7/16/2022,102,7880,Terror
Rec II,8/19/2019,176,1947,Terror
Reclaim,04/09/2023,100,2969,Crimen
Red Army,11/14/2021,183,2594,Documental
Red Chapel ,4/25/2019,86,7130,Documental
Red Dragon,08/04/2019,181,4762,Crimen
Red Obession,5/29/2021,190,625,Documental
Red White & Blue,5/24/2022,147,7526,Terror
Red-Headed Woman,11/21/2022,134,5255,Comedia 
Reel Rock 7 ,6/16/2023,181,8731,Documental
Regret to Inform,08/08/2019,126,6633,Documental
Regular Guys,01/12/2020,109,7488,Comedia 
Relatos Salvajes,09/12/2014,95,5406,Comedia 
Rembrandt's J'accuse,12/06/2022,97,5044,Documental
Remington and the Curse of the Zombadings,8/28/2019,134,1726,Comedia 
Renfield,02/06/2023,138,8494,Terror
Rent: Filmed Live on Broadway,4/14/2021,169,2063,Musical
Reparando,03/07/2021,125,6674,Documental
Reptile,4/26/2023,122,5762,Terror
Resacon en las Vegas,11/22/2009,181,3832,Comedia 
Reservoir Dogs,06/07/2022,80,3159,Crimen
Restless Natives,7/16/2019,95,6408,Comedia 
Restraint,7/13/2019,143,7074,Crimen
Results,02/03/2019,173,3180,Comedia 
Return Of The Ghostbusters,11/19/2022,181,2557,Comedia 
Return of the Killer Tomatoes!,07/09/2019,83,3541,Comedia 
Return of the Living Dead Part II,12/29/2020,65,4661,Terror
Return of the Musketeers,04/01/2021,201,2552,Aventura
Return with Honor,11/09/2022,182,516,Documental
Revenge of the Nerds II: Nerds in Paradise,5/26/2022,166,5815,Comedia 
Revolt of the Zombies,01/02/2020,162,4794,Terror
,10/24/2019,183,9805,Terror
Revolution #9,3/18/2019,150,8917,Documental
Revolution OS,11/18/2018,148,3878,Documental
Rewind This!,10/01/2022,181,7831,Documental
Richie Rich,3/20/2021,138,4467,Comedia 
Ricky Gervais Live 3: Fame,05/09/2021,143,7585,Comedia 
Ride Lonesome,7/17/2022,81,8912,Western
Ring of Darkness,02/03/2023,122,4259,Terror
Rio Grande,7/27/2021,87,5928,Western
Riot in Cell Block 11,07/07/2022,176,8191,Crimen
River of No Return,11/13/2022,171,2202,Aventura
Rize,11/19/2019,184,1343,Documental
Road to Bali,08/04/2021,134,4868,Comedia 
Road to Brown,1/17/2022,123,6077,Documental
Road to Zanzibar,4/15/2021,93,5795,Comedia 
Road Trip,8/30/2023,60,2992,Comedia 
Robin Hood: Prince of Thieves,5/23/2020,100,6621,Aventura
Rock Star,2/24/2020,143,1178,Musical
"Rock, Paper, Scissors: The Way of the Tosser",06/11/2020,154,3951,Comedia 
Rockabilly Vampire,02/12/2019,128,9201,Comedia 
Rock-a-Bye Baby,6/14/2020,89,4924,Comedia 
RocketMan,07/07/2023,141,3055,Comedia 
Roger & Me,9/27/2018,101,4428,Documental
Romance on the High Seas,8/22/2021,190,6564,Musical
Romantic Comedy,2/15/2019,135,6888,Comedia 
Romasanta: The Werewolf Hunt,6/20/2022,179,332,Terror
Romy and Michele: In the Beginning,8/24/2021,130,6358,Comedia 
Room Service,9/29/2018,146,9535,Comedia 
Root of All Evil?,2/20/2019,248,4690,Documental
Route 666,10/19/2020,95,6614,Terror
Royal Flash,3/16/2021,77,6258,Comedia 
Rubin and Ed,9/22/2020,110,2054,Comedia 
Rude Boy,5/14/2023,143,2845,Musical
Run Fatboy Run,2/23/2022,117,2989,Comedia 
Run for Cover,4/29/2021,140,2495,Western
Running Free,05/10/2022,92,9346,Aventura
Running Scared,9/15/2021,158,9395,Crimen
Running With Scissors,12/01/2020,144,8212,Comedia 
Russell Peters: Outsourced,02/11/2023,181,1649,Comedia 
Russia's Toughest Prisons ,03/06/2022,191,302,Documental
Rustin,1/24/2023,111,6104,Documental
S21: The Khmer Rouge Death Machine ,12/13/2018,112,2047,Documental
Sabata,04/11/2022,100,3771,Western
,08/01/2022,95,9696,Western
Safe Men,06/11/2020,95,5929,Comedia 
Safety Patrol,02/03/2022,181,3708,Comedia 
Safrana or Freedom of Speech,04/05/2021,117,9471,Documental
Sagebrush Trail,06/04/2020,60,238,Western
Saint in London,12/14/2018,134,9597,Comedia 
'Salem's Lot,7/26/2021,95,8367,Terror
Salvage,10/17/2021,109,5704,Terror
Salvation Boulevard,11/17/2022,60,9046,Comedia 
Samsara,11/12/2019,64,8541,Documental
San Pietro,09/01/2020,151,1026,Documental
Santa Clause,06/12/2020,152,7888,Comedia 
Santa Fe Trail,06/08/2021,152,2717,Aventura
Santa with Muscles,10/29/2020,181,7707,Comedia 
Santa's Slay,8/17/2020,89,9160,Comedia 
Sasquatch: The Legend of Bigfoot,02/09/2022,122,1357,Documental
Satan's School for Girls,1/29/2023,106,1537,Terror
Saturday Night,4/18/2023,198,1449,Musical
Sauna,8/23/2019,125,2823,Terror
Saved!,11/10/2020,92,7430,Comedia 
Saving Otter 501,1/21/2021,101,5155,Documental
Saw IV,12/29/2019,95,7161,Terror
Scandal Sheet,7/13/2020,181,3761,Crimen
Scarlet Pimpernel,10/24/2018,110,8550,Aventura
Scary Movie,8/14/2000,184,1364,Comedia 
Scenes from the Class Struggle in Beverly Hills,11/23/2022,184,6078,Comedia 
School Daze,11/22/2021,107,872,Musical
Schooled: The Price of College Sports ,9/20/2022,75,661,Documental
Scooby-Doo 2: Monsters Unleashed,7/25/2021,96,6546,Comedia 
Scooby-Doo! The Mystery Begins,06/01/2019,109,915,Comedia 
Scorched,11/28/2018,62,1475,Comedia 
Scott of the Antarctic,07/01/2019,151,3898,Aventura
Scream 6,4/25/2020,115,4147,Terror
Screwed in Tallinn ,1/25/2019,173,2726,Comedia 
Scrooged,12/08/2018,150,667,Comedia 
Scum,8/21/2020,121,7641,Crimen
Sea Hawk,2/15/2021,89,1603,Aventura
Sea of Love,10/21/2018,203,4916,Crimen
Seance,12/06/2022,181,9485,Terror
Seance ,09/03/2020,86,2966,Terror
Search for the Beast,4/22/2021,156,7858,Terror
Seas Beneath,12/27/2022,121,245,Guerra
Seasoning House,01/11/2023,67,2845,Terror
Sebastian Maniscalco: What's Wrong with People?,11/13/2020,134,1961,Comedia 
Secret Life of Walter Mitty,09/07/2022,129,4450,Comedia 
Secretary,06/10/2023,95,337,Comedia 
"See No Evil, Hear No Evil",11/14/2018,134,5088,Comedia 
Seed,08/07/2020,184,3451,Terror
Seems Like Old Times,7/13/2023,117,6921,Comedia 
Selena,09/08/2019,66,7773,Musical
Sellebrity ,09/05/2018,183,8440,Documental
Selma,4/16/2022,125,248,Historia
Send a Bullet ,7/21/2022,87,1778,Documental
September 11,9/24/2021,181,8257,Documental
Ser o no ser,12/14/1942,74,5733,Comedia 
Serial Killer Culture,10/31/2018,159,5022,Documental
Serpico,12/14/2019,147,607,Crimen
Session 9,09/07/2020,166,4591,Terror
Seven Ways from Sundown,1/25/2019,195,7969,Western
Sex and the City,1/30/2022,97,17,Comedia 
Sex Drive,07/03/2021,142,2510,Comedia 
Sexual Life of the Belgians,11/01/2021,117,4508,Comedia 
Sexy Nights of the Living Dead,4/23/2020,168,3084,Terror
Shadow Company,09/08/2021,151,6596,Documental
Shadows,04/01/2022,95,7256,Crimen
Shadows of Liberty ,8/21/2022,117,2187,Documental
Shaggy Dog,08/02/2023,181,4425,Comedia 
Shake Hands with the Devil,11/12/2018,137,8167,Documental
Shakespeare High,8/18/2023,181,8660,Documental
Shall We Dance?,01/02/2023,157,4425,Comedia 
Shallow Grave,11/01/2019,130,7295,Crimen
She,6/15/2021,89,4224,Aventura
She Gods of Shark Reef,10/11/2020,148,7238,Aventura
She-Devil,11/30/2020,95,2409,Comedia 
She's the One,06/04/2021,117,8877,Comedia 
Shine,12/29/2022,121,8737,Musical
Shirley Valentine,12/25/2021,117,8466,Comedia 
Shoot-Out at Medicine Bend,03/05/2019,198,4792,Western
Shottas,12/03/2021,174,3507,Crimen
Show Boat,9/28/2022,84,7448,Musical
Shriek of the Mutilated,8/22/2019,92,565,Terror
Shrink,8/19/2020,124,7253,Comedia 
Shuttle,10/24/2019,155,6133,Terror
Siam Sunset,04/12/2023,168,6559,Comedia 
Sicko,02/10/2021,139,224,Documental
Siegfried & Roy: The Magic Box,10/13/2019,145,543,Documental
Silence of the Lambs,01/06/2023,200,1511,Crimen
Silent Hill,11/23/2019,200,2104,Terror
"Silent Night, Deadly Night 5: The Toy Maker",3/19/2023,190,6227,Terror
Silent Partner,07/02/2023,143,5720,Comedia 
Simon Says,07/09/2019,89,5253,Terror
Simple Men,4/23/2021,158,8072,Comedia 
Sin novedad en el frente,3/30/2019,176,7515,Belico
Sin respiro,02/03/2022,248,2361,Terror
Sinam,5/27/2023,95,5881,Documental
Sinbad of the Seven Seas,12/10/2020,95,7321,Aventura
Sincerely Yours,08/02/2020,102,5711,Comedia 
Sink or Swim,06/02/2023,60,6720,Comedia 
Sink the Bismark!,6/24/2023,104,1432,Belico
Sins of My Father,3/24/2019,200,6165,Documental
Six by Sondheim,06/03/2020,202,5779,Documental
Six Days Seven Nights,7/25/2021,104,3083,Aventura
Six of a Kind,11/29/2022,183,7793,Comedia 
Six Ways to Sunday,2/19/2022,201,1201,Comedia 
Skandal: La caida de Wirecard,8/22/2023,95,5365,Documental
Ski Patrol,12/19/2022,134,1549,Comedia 
Skippy,1/31/2021,102,4755,Aventura
Slaying the Badger,10/08/2018,184,2446,Documental
Small Town Murder Songs,7/16/2019,108,1332,Musical
Smashing Pumpkins: Vieuphoria,08/10/2019,88,598,Documental
Snakehead Terror,12/01/2018,153,1386,Terror
Snatch,6/26/2019,122,1448,Crimen
Sneakers,5/26/2019,72,3380,Comedia 
Snow Dogs,8/17/2023,190,3130,Comedia 
,5/14/2023,184,852,Aventura
So It Goes,5/31/2022,134,4554,Comedia 
Soldier Blue,03/03/2022,164,566,Western
Solo en casa,01/12/1990,187,5127,Comedia 
Some Girls,04/10/2020,134,9526,Comedia 
Someone Like You ,10/20/2019,79,1346,Comedia 
Son como niños,10/01/2020,80,3324,Comedia 
Son of Flubber,6/17/2019,170,5620,Comedia 
Son of Kong,09/05/2020,161,918,Aventura
Son of Rambow,11/29/2018,95,4323,Comedia 
Sonrisas y lagrimas,02/06/1965,183,3601,Musical
Sopa de ganso,09/07/1933,157,9391,Comedia 
Sorority House Massacre,5/30/2019,177,1466,Terror
Soul of a Man,7/29/2020,115,767,Documental
Souler Opposite,07/08/2019,109,5644,Comedia 
Sound and Fury,01/05/2020,196,8562,Documental
Sound of Noise,04/02/2023,154,5370,Musical
Soundbreaker ,11/09/2021,102,390,Documental
Spaceman and King Arthur,5/19/2020,181,1588,Aventura
Special Delivery,07/04/2023,70,5603,Comedia 
Spellbound,2/27/2023,65,8777,Documental
"Spider Baby or, The Maddest Story Ever Told ",10/08/2019,181,8430,Terror
Spinning Plates,7/16/2019,106,7210,Documental
Spinout,6/25/2022,125,5659,Musical
Splendor,11/02/2019,87,6863,Comedia 
Spooky House,4/26/2023,122,639,Comedia 
Springsteen & I,10/10/2018,178,3106,Documental
Spud,4/15/2019,134,4001,Comedia 
Squaw Man,08/03/2019,137,452,Western
Stag Night,2/21/2020,157,3025,Terror
Stagecoach,12/27/2020,95,2246,Western
Stander,05/01/2020,181,4568,Terror
Stand-In,4/25/2023,71,6806,Western
Star 80,4/18/2021,95,7349,Belico
Star Wars: Episode VI - Return of the Jedi,5/18/2022,204,5122,Crimen
Starbuck,6/15/2023,109,731,Comedia 
Stardust Memories,2/26/2021,148,3771,Comedia 
Starting Over,07/10/2023,117,3049,Comedia 
State of the Union,2/24/2022,157,1788,Comedia 
Stay Alive,06/11/2020,164,3667,Terror
Stay Tuned,10/07/2021,95,4415,Comedia 
Steak,4/21/2021,140,6667,Comedia 
Stealing Raden Saleh,6/29/2020,134,6618,Comedia 
Stealing Rembrandt ,9/25/2018,100,3879,Comedia 
Stella Street,12/06/2022,93,4194,Comedia 
Stella: Live in Boston,08/11/2023,104,2276,Comedia 
Stepfather,09/04/2019,164,8664,Terror
Stepfather II,11/08/2019,136,55,Terror
Stephen Tobolowsky's Birthday Party,12/23/2019,69,2523,Documental
Stick,3/17/2022,102,2578,Crimen
Stiff Upper Lips,2/13/2021,110,7603,Comedia 
Stigmata,09/07/2022,138,9747,Terror
Still Bill,10/21/2018,79,2148,Documental
Still Crazy,4/14/2020,94,6372,Musical
Storm of the Century,1/29/2022,104,6233,Terror
Storm Warning,8/31/2021,95,701,Terror
Stormheart,9/28/2022,134,2707,Aventura
Story of Science,8/29/2023,173,9019,Documental
Story of Vernon and Irene Castle,7/16/2023,186,540,Musical
Straight Shooting,10/04/2019,156,5749,Western
Strange Bedfellows,10/27/2022,89,6332,Comedia 
Strange Brew,10/02/2022,134,2640,Comedia 
Strange Cargo,5/26/2019,95,8967,Aventura
Strange Planet,11/02/2020,104,6644,Comedia 
Stranger than Fiction,10/13/2019,141,3974,Comedia 
Strangers with Candy,04/08/2019,95,9730,Comedia 
Straw Dogs,12/25/2020,181,6930,Suspenso
Strawberry Blonde,07/06/2019,62,1867,Comedia 
Stray Dog,4/28/2022,66,53,Crimen
Street Trash,08/04/2019,89,5900,Terror
Stretch,10/11/2020,181,994,Comedia 
Strictly Sexual,05/10/2023,149,3110,Comedia 
Strike Up the Band,9/26/2020,71,8332,Musical
Strip Nude for Your Killer ,11/01/2022,125,8732,Terror
Strul,1/28/2023,95,511,Comedia 
Style Wars,11/01/2020,95,405,Documental
Sucedió una noche,10/29/1934,102,586,Comedia 
Suddenly,6/15/2019,153,3403,Crimen
Suicide Club,4/26/2019,203,4874,Terror
Sukiyaki Western Django,11/21/2022,62,3799,Western
Sum of Us,7/31/2022,153,5491,Comedia 
Summer of Fear,11/26/2022,95,6811,Terror
Summer Rental,11/16/2018,181,2794,Comedia 
Summer School,5/20/2020,123,3054,Comedia 
Sun Kissed,10/11/2021,85,9654,Documental
Sunshine Cleaning,8/25/2020,90,8046,Comedia 
Suomisen Olli,3/19/2022,191,1234,Comedia 
Super empollonas,01/12/2019,116,7312,Comedia 
Super Size Me,09/10/2021,95,2222,Documental
Super Troopers,9/13/2020,146,5007,Comedia 
Supermen of Malegaon,5/23/2020,158,759,Documental
Supersalidos ,8/21/2007,111,9493,Comedia 
Surf Nazis Must Die,7/31/2019,95,9720,Comedia 
Susan Slept Here,6/23/2023,173,6747,Comedia 
Suspiria,8/24/2022,117,248,Terror
Svengali,7/30/2019,64,9044,Comedia 
"Swarm, The",01/09/2021,100,3400,Terror
Sweeney Todd: The Demon Barber of Fleet Street,01/11/2022,79,3038,Musical
Sweet and Lowdown,10/15/2018,124,1650,Comedia 
Sweet Karma,06/10/2021,89,2872,Suspenso
Sweethearts,8/31/2022,141,402,Comedia 
Swimming to Cambodia,04/09/2020,190,4600,Documental
Swindle,01/11/2019,181,2484,Comedia 
Sydney White,9/13/2018,184,1508,Comedia 
Take Me Home Tonight,12/21/2018,117,6965,Comedia 
Takedown: The DNA of GSP,12/13/2019,204,271,Documental
Taking Care of Business,05/07/2020,175,1742,Comedia 
Taking Lives,4/19/2021,194,3384,Suspenso
Taking Off,8/16/2022,134,5750,Comedia 
Tales from the Crypt: Bordello of Blood,11/01/2019,107,7859,Terror
Tales from the Hood,8/26/2020,196,769,Terror
Tales of Manhattan,10/07/2019,180,3655,Comedia 
Tall Blond Man with One Black Shoe,03/05/2023,97,7914,Comedia 
Tall in the Saddle,6/13/2022,200,6625,Western
Tall Story,6/17/2021,173,3636,Comedia 
Tamara Drewe,5/25/2019,122,9924,Comedia 
Tango Kabaree,5/20/2022,128,2372,Musical
Tarzan ,4/28/1999,149,4700,Aventura
Tarzan the Fearless,08/07/2020,110,621,Aventura
Tarzan's New York Adventure,06/06/2019,73,9064,Aventura
Taste of Others,3/27/2020,142,4212,Comedia 
Tatie Danielle,6/13/2023,181,2715,Comedia 
Tattoo Nation,05/03/2023,95,7867,Documental
Teen Spirit,11/08/2019,176,7598,Comedia 
Teen Wolf,10/23/2021,134,368,Comedia 
Teenage Dirtbag,08/01/2022,89,3516,Comedia 
Temptation of St. Tony,12/21/2021,62,7512,Comedia 
Tere Bin Laden,09/10/2019,186,9917,Comedia 
Territories ,12/10/2021,95,2116,Suspenso
Terror in a Texas Town,04/06/2022,181,6166,Western
Texas Chainsaw 3D,3/22/2019,67,8992,Terror
Thank Your Lucky Stars,2/18/2023,119,9533,Musical
ThanksKilling 3 ,4/14/2022,181,9421,Comedia 
That Darn Cat,05/05/2021,187,7963,Comedia 
That Kiljunen Family ,5/14/2023,89,6892,Comedia 
That Sugar Film,12/06/2018,82,852,Documental
That Thing You Do!,12/12/2022,187,3871,Comedia 
That Touch of Mink,3/23/2021,184,6193,Comedia 
That's Black Entertainment,10/18/2022,65,924,Documental
The  Cuckoo,10/22/2019,181,4303,Comedia 
The 10th Judicial Court: Judicial Hearings,04/12/2023,157,8632,Documental
The 11 Commandments,12/20/2019,65,7766,Comedia 
The 11th Hour,12/10/2020,60,369,Documental
The Accidental Husband,1/15/2020,87,3007,Comedia 
The Act in Question,6/23/2022,169,4416,Documental
The Adventure of Faustus Bidgood,7/15/2021,166,3811,Comedia 
The Adventures of Felix,01/12/2023,95,608,Comedia 
The Afflicted,05/10/2020,190,216,Terror
The African Queen,1/22/2019,95,1893,Aventura
The Age of Stupid,11/06/2018,76,8862,Documental
The Alphabet Killer,11/24/2021,181,5686,Crimen
The Ambulance,12/06/2021,126,3224,Terror
The American Astronaut,07/02/2019,126,3421,Musical
The Anniversary,1/28/2023,205,3851,Comedia 
The Answer Man,07/03/2019,110,1841,Comedia 
The Apple Dumpling Gang Rides Again,09/02/2021,89,2894,Comedia 
The April Fools,09/08/2022,95,686,Comedia 
The Arrival of Wang,01/05/2019,89,9554,Comedia 
The Art of Getting By,2/26/2019,157,5725,Comedia 
The Bad News Bears in Breaking Training,05/11/2022,95,1615,Comedia 
The Badlanders,2/19/2020,95,6945,Western
The Band's Visit,6/19/2021,110,1016,Comedia 
The Barkleys of Broadway,1/28/2019,97,7107,Comedia 
The Battle of Shaker Heights,04/11/2023,105,9560,Comedia 
The Beast Kills in Cold Blood,3/26/2022,157,2914,Terror
The Beast of Yucca Flats,12/01/2018,117,1976,Terror
The Bellboy,9/17/2021,134,9372,Comedia 
The Best Little Whorehouse in Texas,6/28/2021,134,9940,Musical
The Betrayal,9/26/2022,134,7969,Documental
The Big Blonde,7/29/2020,95,3882,Comedia 
The Big Green,05/12/2019,80,8533,Comedia 
The Big Hangover,11/11/2021,202,2483,Comedia 
The Big Shave,10/05/2020,95,5848,Cortometraje
The Birds,12/08/2018,202,788,Terror
The Bitch,11/17/2019,102,6845,Crimen
The Black Rose,04/09/2022,145,7236,Aventura
The Black Sleep,1/18/2021,99,938,Crimen
The Blank Generation,11/25/2022,102,6458,Documental
The Blood of Fu Manchu,09/04/2021,97,2650,Terror
The Blood Spattered Bride,5/15/2019,93,2851,Terror
The Blue Bird,5/26/2022,91,1662,Fantasia 
The Boys & Girl from County Clare,7/29/2022,69,6713,Comedia 
The Brasher Doubloon,5/21/2022,181,4660,Crimen
The Brass Legend,7/19/2021,180,7320,Western
The Brats,9/20/2019,181,8411,Comedia 
The Broken Jug,11/24/2020,187,3445,Comedia 
The Bullfighters,9/13/2022,117,1586,Musical
The Captain's Paradise,7/30/2022,193,3873,Comedia 
The Car,11/09/2018,177,2187,Terror
The Carabineers,09/05/2019,191,1609,Comedia 
The Case of the United States Navy Adventure,8/24/2021,89,5557,Comedia 
The Castle,11/22/2020,102,4235,Comedia 
The Cat in the Hat,4/24/2022,205,6339,Comedia 
The Cellar,11/23/2019,183,2498,Terror
The Century of the Self,07/07/2022,72,8864,Documental
The Chaos Class Failed the Class,10/16/2022,248,9548,Comedia 
The Chasers,6/20/2022,95,9975,Comedia 
The Chechahcos,1/13/2023,134,1889,Western
The Chocolate Soldier,03/10/2022,126,5911,Musical
The Chorus,06/07/2023,71,3707,Musical
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3/29/2021,134,4403,Aventura
The Class of 92,11/10/2021,174,6547,Documental
The Class Trip,09/09/2022,163,7744,Comedia 
The Codes of Gender,5/21/2021,152,9718,Documental
The Comancheros,4/23/2021,134,8990,Western
The Comedians of Comedy,11/23/2019,92,6075,Documental
The Confessions of Bernhard Goetz,12/10/2022,131,4805,Documental
The Convent,5/26/2021,79,2758,Terror
The Cook the Thief His Wife & Her Lover,7/23/2022,178,2879,Crimen
The Cookout,03/02/2019,64,3467,Comedia 
The Cottage,07/06/2022,102,2276,Terror
The Counselor,7/28/2019,152,8958,Crimen
The Country Bears,1/27/2021,190,4257,Musical
The Coven,11/17/2019,104,5375,Terror
The Cowboy and the Lady,04/09/2021,135,4184,Western
The Curse of the Jade Scorpion,2/29/2020,117,762,Comedia 
The D.I.,1/16/2021,203,6734,Belico
The Dark Half,10/08/2019,142,7690,Terror
The Dark Matter of Love,12/27/2022,108,6359,Documental
The Day The Earth Froze,10/21/2019,64,9028,Fantasia 
The Dead Pit,9/19/2022,109,2295,Terror
The Dentist,1/13/2023,151,630,Terror
The Devil's Carnival,11/30/2020,156,4874,Musical
The Distinguished Gentleman,8/23/2022,110,5017,Comedia 
The Dunwich Horror,10/22/2021,112,8100,Terror
The Easy Life,3/31/2019,181,7884,Comedia 
The Education of Mohammad Hussein,12/03/2022,127,5861,Documental
The Elephant in the Living Room,6/27/2020,84,1905,Documental
The End of Poverty,11/09/2018,129,3106,Documental
The Ex,4/28/2023,122,6688,Comedia 
The Extraordinary Adventures of Adele Blanc-Sec,03/08/2019,112,8619,Aventura
The Fall of the House of Usher,8/13/2021,87,6318,Terror
The Family,8/26/2021,95,4325,Comedia 
The Five,06/06/2020,154,6453,Comedia 
The Flintstones,09/09/2018,157,6544,Comedia 
The Flintstones in Viva Rock Vegas,11/03/2021,135,7117,Comedia 
The Forbidden Room,1/28/2019,153,9536,Comedia 
The Four Times,5/14/2023,198,3310,Documental
The Frankenstein Syndrome,8/15/2019,111,46,Terror
The Front,7/20/2021,117,8192,Comedia 
The Front Page,02/08/2023,95,3690,Comedia 
The Ghost and the Darkness,12/06/2018,112,7219,Aventura
The Ghost Breakers,6/18/2022,131,806,Comedia 
The Ghosts in Our Machine,03/03/2020,206,5670,Documental
The Girl,11/09/2020,164,1414,Comedia 
The Girl with the Dragon Tattoo,12/29/2018,173,2883,Crimen
The Glimmer Man,02/01/2019,183,9356,Comedia 
The Goat,11/16/2020,71,6697,Comedia 
The Good Fairy,10/14/2019,88,8124,Comedia 
The Great Ecstasy of Woodcarver Steiner,10/28/2020,150,8364,Documental
The Great Flamarion,10/22/2019,204,5503,Crimen
The Great Locomotive Chase,07/09/2023,134,6729,Historia
The Green,3/21/2023,130,5723,Comedia 
The Gun That Won the West,01/09/2023,174,9572,Western
The Hallelujah Handshake,06/01/2022,93,1260,Comedia 
The Hallelujah Trail,6/25/2019,89,3761,Comedia 
The Hanging Tree,06/08/2019,60,4948,Western
The Happiness of the Katakuris,12/31/2019,65,2199,Musical
The Haunted,01/09/2020,100,1888,Terror
The Hitchhiker's Guide to the Galaxy,12/04/2018,153,9199,Aventura
The Hobbit: The Desolation of Smaug,12/06/2021,95,9868,Aventura
The Hollywood Revue of 1929,07/01/2021,181,801,Musical
The Holy Mountain,09/05/2022,95,5279,Aventura
The Homesman,11/01/2021,82,7358,Western
The Hot Spot,1/29/2019,112,4442,Crimen
The Hottest State,12/04/2020,100,4872,Musical
The House That Dripped Blood,8/25/2023,184,7613,Terror
The Human Family Tree,12/21/2022,201,9046,Documental
The Hunger Games: Catching Fire,2/18/2019,134,2154,Aventura
The Hunger Games: Mockingjay - Part 1,07/09/2021,73,9542,Aventura
The Iceman Tapes: Conversations with a Killer,06/07/2019,134,4520,Documental
The Imitation Game,12/24/2020,135,7831,Historia
The Imposter,6/26/2023,134,6367,Documental
The Inkwell,10/08/2018,203,7372,Comedia 
The Inspector General,2/13/2019,95,1298,Musical
The Internet's Own Boy: The Story of Aaron Swartz,11/30/2020,121,7459,Documental
The Internship,9/14/2020,154,4015,Comedia 
The Iron Commissioner,2/15/2022,183,6700,Aventura
The J. Gang Meets Dynamite Harry,3/22/2022,95,3928,Comedia 
The Jolson Story,11/09/2020,90,2658,Musical
The Joneses,08/12/2019,167,4039,Comedia 
The Key,02/12/2023,181,9751,Fantasia 
The Killer Cut,02/07/2022,65,5822,Terror
The Killer Shrews,2/28/2021,176,6296,Terror
The Killers,2/22/2023,90,2891,Crimen
The Last Broadcast,11/28/2021,155,7692,Terror
The Last Days of Pompeii,09/09/2019,62,7543,Historia
The Last King of Scotland,4/17/2021,79,8455,Historia
"The Last Klezmer: Leopold Kozlowski, His Life and Music",05/09/2022,65,8757,Musical
The Last Mogul,10/25/2018,101,7389,Documental
The Last of the High Kings,12/31/2022,158,1741,Comedia 
The Last of the Mohicans,02/07/2019,134,3598,Aventura
The Last Time I Committed Suicide,02/05/2020,157,3569,Musical
The Last Wedding,11/04/2021,183,9141,Comedia 
The Last Winter,4/15/2023,92,9116,Terror
The Lawless,4/18/2022,181,4953,Crimen
The legend of ochil,07/09/2023,96,3271,Aventura
The Legend of Sleepy Hollow,8/27/2021,134,8492,Aventura
The Leopard Son,9/25/2019,86,4173,Documental
The Life and Times of Judge Roy Bean,05/08/2020,75,9682,Western
The Likeable Mister R,05/03/2019,60,5494,Comedia 
The Little World of Don Camillo,1/15/2021,133,1058,Comedia 
The Living Ghost,06/07/2021,179,8543,Comedia 
