Titulo,Estreno,Duracion,Ventas,Genero
The Dead Pit,9/19/2022,109,2295,Terror
The Deadly Mantis,2/19/2022,79,637,Ciencia Ficcion
The Deadly Trap,8/27/2023,98,6213,Thriller
The Deal,05/11/2021,86,8798,Drama
The Deathmaker,9/21/2022,156,7498,Drama
The Debut,02/10/2019,116,6967,Drama
The Decalogue,02/11/2021,62,2758,Drama
The Deep Six,8/31/2023,131,5043,Drama
The Dentist,1/13/2023,151,630,Terror
The Departed,1/28/2019,204,4915,Drama
The Devil's Carnival,11/30/2020,156,4874,Musical
The Diary of Anne Frank,03/06/2022,181,2482,Drama
The Diary of Preston Plummer,11/02/2019,109,577,Drama
The Die Is Cast,10/29/2020,196,7301,Drama
The Distance,12/13/2021,155,7304,Drama
The Distinguished Gentleman,8/23/2022,110,5017,Comedia 
The Divine Move,4/29/2020,64,9852,Accion
The Doctor and the Devils,4/20/2019,131,638,Drama
The Doll Squad,8/17/2020,87,3990,Accion
The Door,5/26/2019,65,4815,Drama
The Double,6/30/2023,134,5843,Drama
The Double Hour,6/13/2021,78,3245,Drama
The Dragon Missile,06/01/2020,177,6994,Accion
The Duke of Burgundy,3/15/2019,79,3535,Drama
The Dunwich Horror,10/22/2021,112,8100,Terror
The Dust Factory,09/07/2019,117,9145,Drama
The Ear,9/28/2019,193,8809,Drama
The Earth Is a Sinful Song,9/16/2021,89,4926,Drama
The Easy Life,3/31/2019,181,7884,Comedia 
The Education of Mohammad Hussein,12/03/2022,127,5861,Documental
The Eiger Sanction,4/25/2020,173,5062,Accion
The electric state,04/03/2023,98,1433,Ciencia Ficcion
The Element of Crime,11/07/2020,134,9746,Thriller
The Elephant in the Living Room,6/27/2020,84,1905,Documental
The Emperor's Club,4/27/2020,144,9069,Drama
The End,09/07/2018,184,1041,Ciencia Ficcion
The End of Poverty,11/09/2018,129,3106,Documental
The End of the Affair,11/14/2021,116,661,Drama
The Europeans,5/20/2019,126,5409,Drama
The Ex,4/28/2023,122,6688,Comedia 
The Experiment,4/22/2021,125,4809,Drama
The Extraordinary Adventures of Adele Blanc-Sec,03/08/2019,112,8619,Aventura
The Eye Above the Well,5/29/2020,189,6445,Drama
The Eye of the Storm,1/18/2021,149,29,Drama
The Facts of Murder,11/15/2019,183,1361,Drama
The Fall of the House of Usher,8/13/2021,87,6318,Terror
The Fallen Idol,05/11/2020,87,2808,Drama
The Family,8/26/2021,95,4325,Comedia 
The Fifth Cord,03/09/2022,95,4513,Thriller
The Five,06/06/2020,154,6453,Comedia 
The Flight of Dragons,07/04/2023,89,5728,ani
The Flintstones,09/09/2018,157,6544,Comedia 
The Flintstones in Viva Rock Vegas,11/03/2021,135,7117,Comedia 
The Fool,1/17/2021,95,7005,Drama
The Forbidden Room,1/28/2019,153,9536,Comedia 
The Four Times,5/14/2023,198,3310,Documental
The Fourth Angel,7/28/2021,134,7461,Drama
The Fox and the Hare,06/11/2019,102,7473,Animacion
The Frame,06/09/2020,89,8854,Drama
The Frankenstein Syndrome,8/15/2019,111,46,Terror
The Front,7/20/2021,117,8192,Comedia 
The Front Page,02/08/2023,95,3690,Comedia 
The ghost,05/06/2021,183,9160,Drama
The Ghost and Mrs. Muir,02/06/2023,122,3048,Drama
The Ghost and the Darkness,12/06/2018,112,7219,Aventura
The Ghost Breakers,6/18/2022,131,806,Comedia 
The Ghosts in Our Machine,03/03/2020,206,5670,Documental
The Girl,11/09/2020,164,1414,Comedia 
The Girl from Nagasaki,03/01/2019,152,9907,Drama
The Girl on the Train,04/03/2021,66,6505,Drama
The Girl with the Dragon Tattoo,12/29/2018,173,2883,Crimen
The Given Word,12/21/2020,190,5154,Drama
The Glass House,07/02/2022,89,9271,Drama
The Glass-blower's Children,3/30/2023,88,4452,Accion
The Glimmer Man,02/01/2019,183,9356,Comedia 
The Goat,11/16/2020,71,6697,Comedia 
The Good Fairy,10/14/2019,88,8124,Comedia 
The Good Lie,8/31/2022,60,5842,Drama
The Good Son,4/17/2021,173,136,Drama
The Good Time Girls,11/29/2018,181,2930,Drama
The Great Ecstasy of Robert Carmichael,09/05/2019,90,6467,Drama
The Great Ecstasy of Woodcarver Steiner,10/28/2020,150,8364,Documental
The Great Flamarion,10/22/2019,204,5503,Crimen
The Great Locomotive Chase,07/09/2023,134,6729,Historia
The great match,02/09/2023,101,1223,Deporte
The Greatest Show on Earth,9/23/2022,157,5601,Drama
The Green,3/21/2023,130,5723,Comedia 
The Green Hornet,05/03/2019,181,2954,Accion
The Grocer's Son,8/20/2019,79,8746,Drama
The Gun That Won the West,01/09/2023,174,9572,Western
The Hallelujah Handshake,06/01/2022,93,1260,Comedia 
The Hallelujah Trail,6/25/2019,89,3761,Comedia 
The Hands of Orlac,12/10/2021,95,7978,Drama
The Hanging Tree,06/08/2019,60,4948,Western
The Hanoi Hilton,01/08/2020,202,3316,Drama
The Happening,6/20/2020,87,4503,Ciencia Ficcion
The Happiness of the Katakuris,12/31/2019,65,2199,Musical
The Hard Way,11/23/2022,69,6195,Accion
The Haunted,01/09/2020,100,1888,Terror
The Haunting in Connecticut 2: Ghosts of Georgia,4/23/2021,105,8699,Drama
The Hire: Ticker,4/25/2020,192,5149,Accion
The Hitchhiker's Guide to the Galaxy,12/04/2018,153,9199,Aventura
The Hobbit: The Desolation of Smaug,12/06/2021,95,9868,Aventura
The Hollywood Revue of 1929,07/01/2021,181,801,Musical
The Holy Mountain,09/05/2022,95,5279,Aventura
The Homesman,11/01/2021,82,7358,Western
The Horse Rebellion,6/29/2020,181,4668,Drama
The Host,6/14/2021,129,9805,Ciencia Ficcion
The Hot Spot,1/29/2019,112,4442,Crimen
The Hottest State,12/04/2020,100,4872,Musical
The Hound of the Baskervilles,10/30/2021,209,5589,Mis
The House That Dripped Blood,8/25/2023,184,7613,Terror
The Human Factor,04/11/2023,169,627,Drama
The Human Family Tree,12/21/2022,201,9046,Documental
The Hunchback of Notre Dame,06/08/2021,130,6534,Animacion
The Hunger Games: Catching Fire,2/18/2019,134,2154,Aventura
The Hunger Games: Mockingjay - Part 1,07/09/2021,73,9542,Aventura
The Iceman Tapes: Conversations with a Killer,06/07/2019,134,4520,Documental
The Illusionist,9/25/2019,93,2031,Animacion
The Imitation Game,12/24/2020,135,7831,Historia
The Imposter,6/26/2023,134,6367,Documental
The Incident,2/14/2022,77,5982,Thriller
The Inhabited Island 2: Rebellion,4/13/2020,95,384,Accion
The Inheritance,6/30/2023,79,4883,Drama
The Inkwell,10/08/2018,203,7372,Comedia 
The Inner Circle,7/18/2019,95,8094,Drama
The Inspector General,2/13/2019,95,1298,Musical
The Internet's Own Boy: The Story of Aaron Swartz,11/30/2020,121,7459,Documental
The Internship,9/14/2020,154,4015,Comedia 
The Interview,9/30/2022,104,8968,Accion
The Intruder,03/01/2020,100,1903,Drama
The Invincible Iron Man,10/11/2020,101,9556,Animacion
The Invisible,08/02/2019,81,3842,Ciencia Ficcion
The Invisible Man,09/10/2018,106,6005,Ciencia Ficcion
The Iron Commissioner,2/15/2022,183,6700,Aventura
The Iron Lady,7/17/2020,149,6684,Drama
The J. Gang Meets Dynamite Harry,3/22/2022,95,3928,Comedia 
The Jackal,12/16/2021,70,9696,Accion
The Jolson Story,11/09/2020,90,2658,Musical
The Joneses,08/12/2019,167,4039,Comedia 
The Jungle Book,9/13/2019,108,7098,Animacion
The jungle bunch 2,8/15/2023,119,2955,Animacion
The Key,02/12/2023,181,9751,Fantasia 
The Killer,05/09/2023,184,2111,Accion
The Killer Cut,02/07/2022,65,5822,Terror
The Killer Shrews,2/28/2021,176,6296,Terror
The Killers,2/22/2023,90,2891,Crimen
The Killing of John Lennon,7/18/2019,183,6286,Drama
The King of Kings,6/21/2022,89,81,Drama
The Kingdom,12/03/2021,91,2853,Accion
The Kingdom II,7/19/2020,205,8300,Accion
The Knot,10/28/2022,153,6524,Romance
The Ladykillers,11/21/2019,134,6371,Thriller
The Land,8/21/2023,205,1042,Drama
The Land Before Time V: The Mysterious Island,06/03/2020,106,8221,Animacion
The last,11/29/2022,248,9447,Romance
The Last American Virgin,10/19/2018,160,9608,Romance
The Last Broadcast,11/28/2021,155,7692,Terror
The Last Casino,9/25/2021,153,8991,Misterio
The Last Days of Pompeii,09/09/2019,62,7543,Historia
The Last Farm,3/28/2021,125,1290,Drama
The Last Gladiators,05/08/2020,122,5000,Deporte
The Last King of Scotland,4/17/2021,79,8455,Historia
"The Last Klezmer: Leopold Kozlowski, His Life and Music",05/09/2022,65,8757,Musical
The Last Mogul,10/25/2018,101,7389,Documental
The Last of the High Kings,12/31/2022,158,1741,Comedia 
The Last of the Mohicans,02/07/2019,134,3598,Aventura
The Last Ride,04/02/2022,89,968,Drama
The Last Time I Committed Suicide,02/05/2020,157,3569,Musical
The Last Wedding,11/04/2021,183,9141,Comedia 
The Last Will of Dr. Mabuse,10/09/2018,66,5467,Misterio
The Last Winter,4/15/2023,92,9116,Terror
The Lawless,4/18/2022,181,4953,Crimen
The Legend of Drunken Master,12/26/2021,89,3936,Accion
The Legend of Hercules,6/15/2021,156,8358,Accion
The legend of ochil,07/09/2023,96,3271,Aventura
The Legend of Sleepy Hollow,8/27/2021,134,8492,Aventura
The Leopard Son,9/25/2019,86,4173,Documental
The Liar,12/01/2019,154,7217,Drama
The Librarian: Return to King Solomon's Mines,03/10/2020,159,8841,Accion
The Life and Times of Judge Roy Bean,05/08/2020,75,9682,Western
The Likeable Mister R,05/03/2019,60,5494,Comedia 
The Lincoln Lawyer,10/17/2020,184,4669,Thriller
The Lion King,11/02/2018,190,6525,Animacion
The Little Foxes,5/15/2021,181,5456,Drama
The Little Girl Who Lives Down the Lane,6/16/2022,95,7970,Misterio
The Little World of Don Camillo,1/15/2021,133,1058,Comedia 
The Living Daylights,07/07/2020,181,2425,Accion
The Living Ghost,06/07/2021,179,8543,Comedia 
The Locals,4/22/2022,184,957,Comedia 
The Loneliness of the Long Distance Runner,02/12/2023,183,5888,Drama
The Lord of the Rings: The Two Towers,05/09/2022,190,7773,Aventura
The Lords of Flatbush,11/08/2022,142,6456,Comedia 
The Lost Battalion,12/17/2019,63,9694,Guerra
The Love Nest,11/04/2019,126,979,Romance
The Love Trap,5/15/2020,95,9209,Romance
The Lovers on the Bridge,7/31/2021,110,7538,Comedia 
The Low Down,06/03/2023,207,6868,Drama
The Lower Depths,1/26/2021,87,920,Drama
The Lunchbox,2/27/2022,84,98,Romance
The Lusty Men,09/06/2020,184,304,Deporte
The Magdalene Sisters,11/15/2021,151,6440,Drama
The Magic Crystal,2/26/2019,126,5117,Animacion
The Magic Gloves,10/21/2018,122,4343,Animacion
The Magic of Ordinary Days,03/08/2022,165,8988,Romance
The Magic Sword,10/17/2022,89,8095,Animacion
The Magical Legend of the Leprechauns,10/25/2019,144,8803,Aventura
The magicians elephant,4/22/2023,75,444,Animacion
The Magnetic Monster,10/04/2019,95,6235,Ciencia Ficcion
The Man,11/30/2019,134,947,Comedia 
The Man Edison,12/12/2021,89,4479,Drama
The Man from London,7/28/2020,106,2047,Misterio
The Man from Utah,04/02/2021,134,632,Western
The Man in the Moon,11/19/2020,165,9594,Romance
The Man in the White Suit,02/08/2019,153,5540,Ciencia Ficcion
The Man on the Roof,12/03/2021,167,439,Crimen
The Man Who Came to Dinner,8/20/2020,95,3705,Comedia 
The Man Who Could Cheat Death,5/19/2023,175,7465,Crimen
The Man Who Quit Smoking,12/05/2020,155,5820,Drama
The Man with the Movie Camera,3/28/2019,183,5840,Musical
The Man You Had in Mind,2/17/2020,181,7640,Romance
The Mark of an Angel,1/31/2022,173,8797,Drama
The Mark of Zorro,12/26/2018,183,4514,Aventura
The Marriage Circle,11/04/2021,157,5396,Romance
The Marsh,12/30/2021,95,8696,Terror
The Mascot,5/31/2023,103,2929,Animacion
The Mask,6/14/2021,190,5266,Fantasia 
The Matador,12/19/2022,134,766,Comedia 
The Matrix Revolutions,9/23/2020,146,3868,Ciencia Ficcion
The Mattei Affair,11/15/2018,177,1986,Documental
The Maze,2/27/2020,107,655,Aventura
The Medallion,12/23/2021,203,1091,Accion
The Message,11/17/2018,187,666,Aventura
The Meteor Man,9/16/2019,122,3514,Accion
The Mighty Wind,8/28/2023,138,4891,Musical
The Milky Way,6/25/2020,172,2650,Comedia 
The Mindscape of Alan Moore,6/26/2022,68,6733,Documental
The Mirror Crack'd,2/13/2019,134,7644,Crimen
The Miser,8/14/2023,181,3529,Comedia 
The Misfits,12/27/2021,156,7822,Romance
The Misfortunates,7/18/2023,157,7005,Comedia 
The Missing,12/28/2018,63,3851,Aventura
The Missouri Breaks,1/27/2020,146,2059,Western
The Mob,07/11/2021,110,5298,Crimen
The Mole People,3/20/2021,134,8050,Aventura
The Monastery of Sendomir,11/15/2018,128,7849,Comedia 
The Monkey Hustle,12/19/2019,154,8508,Comedia 
The Monkey King,06/12/2020,134,1749,Accion
The Monster Squad,4/27/2023,134,5510,Accion
The Morning After,5/29/2023,196,4654,Crimen
The mother,1/15/2023,125,5594,Misterio
The Mouse on the Moon,07/09/2023,134,4442,Comedia 
The Mouse That Roared,4/18/2020,83,4060,Guerra
The Mummy,8/21/2022,200,6724,Aventura
The Muppet Musicians of Bremen,9/16/2021,76,7634,Animacion
The Music Man,3/20/2021,134,8381,Musical
The Musketeer,07/11/2023,152,490,Accion
The Mystery of the Leaping Fish,06/11/2022,176,8897,Comedia 
The Naked Civil Servant,1/19/2019,158,3431,Comedia 
The Nasty Girl,4/21/2021,181,9958,Comedia 
The Nature of Existence,7/22/2023,138,2592,Documental
The New York Ripper,5/20/2020,181,999,Crimen
The Newburgh Sting,5/18/2023,95,232,Documental
The Next Best Thing,4/22/2020,117,8846,Comedia 
The Next Voice You Hear....,02/07/2019,100,4332,Drama
The Night Strangler,8/23/2023,86,9830,Crimen
The Night They Raided Minsky's,12/10/2020,117,9431,Comedia 
The No. 1 Ladies' Detective Agency,9/19/2018,174,5978,Comedia 
The Noble Family,7/30/2021,76,9151,Comedia 
The Normal Heart,6/28/2019,132,53,Historia
The Novena,11/12/2020,145,8085,Comedia 
The Oblong Box,5/20/2023,126,8913,Horror
The Old Dark House,09/04/2018,188,7198,Terror
The Olsen Gang,7/26/2023,134,4758,Comedia 
The Open Road,3/16/2022,127,889,Comedia 
The Osterman Weekend,2/21/2019,111,5206,Misterio
The Other F Word,2/17/2020,185,2606,Musical
The Other Side of Sunday,06/02/2022,81,3064,Comedia 
The Other Son,12/06/2018,101,913,Drama
The Others,9/28/2018,102,8679,Drama
The Outfit,06/10/2023,146,6029,Thriller
The Pacific,10/22/2018,127,782,Accion
The Page Turner,5/26/2022,153,7240,Drama
The Pallbearer,12/26/2018,104,7819,Romance
The Pee-Wee Herman Show on Broadway,3/15/2019,95,6307,Musical
The Penalty,8/14/2021,201,9547,Deporte
The Pentagon Papers,02/01/2021,134,1707,Historia
The Perfect Game,05/09/2023,89,9636,Deporte
The Perfect Holiday,4/19/2019,161,3216,Romance
The Perfect Murder,12/06/2021,122,2458,Misterio
The Perfect Storm,2/22/2023,170,6600,Thriller
The Perils of Pauline,8/23/2023,95,4761,Aventura
The Periwig-Maker,11/21/2021,95,7556,Comedia 
The Perks of Being a Wallflower,9/16/2021,173,1866,Musical
The Phenix City Story,8/16/2021,149,66,Aventura
The Philadelphia Story,12/21/2022,98,2250,Comedia 
The Piano in a Factory,03/09/2023,104,1436,Terror
The Pied Piper,03/10/2023,181,2758,Aventura
The Pink Panther Strikes Again,4/24/2021,173,5714,Comedia 
The Pit and the Pendulum,9/24/2022,119,19,Drama
The Player's Club,1/15/2023,150,8852,Comedia 
The Point Men,11/21/2020,152,8642,Accion
The Pokrovsky Gates,5/14/2020,95,4982,Comedia 
The Pom Pom Girls,06/10/2021,95,1152,Comedia 
The Pool Boys,1/13/2022,181,6849,Comedia 
The Portrait of a Lady,8/20/2021,79,68,Drama
The Possession,9/23/2022,183,5563,Misterio
The Postman Always Rings Twice,1/29/2021,156,398,Romance
The Powerpuff Girls,4/25/2020,130,6668,Accion
The Presidio,07/02/2023,181,1891,Accion
The Prince,02/08/2020,183,4847,Accion
The Prince of Pennsylvania,7/22/2022,90,3197,Comedia 
The Prince of Tides,11/28/2018,95,9248,Drama
The Princess Bride,6/27/2020,102,6005,Aventura
The Princess of Montpensier,9/14/2021,157,879,Drama
The Prisoner of Zenda,1/30/2019,198,2795,Aventura
The Prodigal Son,9/19/2020,174,8475,Drama
The Profit,10/27/2021,202,7500,Documental
The Program,9/22/2022,79,7456,Deporte
The Promised Life,9/15/2019,139,2969,Romance
The Prophecy II,8/18/2021,181,8543,Accion
The Prophecy: Forsaken,10/08/2020,165,2137,Fantasia 
The Proposition,5/19/2020,134,2147,Western
The Public Eye,7/16/2022,60,5861,Misterio
The Puppet Masters,12/17/2021,152,6520,Ciencia Ficcion
The Pursuit of D.B. Cooper,02/12/2022,96,5070,Aventura
The Pyx,10/28/2018,78,3573,Crimen
The Queen,09/12/2020,74,8283,Aventura
The Quiet American,9/22/2019,181,7429,Crimen
The Quiet Duel,09/02/2021,119,1151,Drama
The Racket,9/13/2019,159,8491,Accion
The Radio Pirates,12/09/2020,95,4867,Comedia 
The Railway Children,11/20/2018,131,5701,Drama
The Raven,10/07/2022,101,1272,Crimen
The Razor's Edge,05/08/2020,122,4345,Drama
The Reality of Love,12/13/2019,248,7038,Romance
The Rebel,11/29/2021,100,5185,Romance
The Reckoning,03/10/2020,184,394,Misterio
The Red Elvis,07/03/2023,205,3484,Documental
The Ref,9/24/2020,100,7771,Comedia 
The Referee,1/23/2023,190,167,Comedia 
The Reluctant Debutante,11/23/2022,149,2850,Romance
The Resident,1/15/2020,95,7899,Crimen
The Return,09/11/2019,199,2801,Misterio
The Return of Don Camillo,02/09/2022,95,8380,Comedia 
The Return of the Magnificent Seven,10/07/2019,200,1436,Accion
The Returned,12/28/2019,69,4329,Horror
The Reverse,5/23/2023,136,1280,Comedia 
The Ring Two,02/09/2022,134,2467,Horror
The River Murders,05/09/2021,130,1153,Crimen
The River Wild,4/20/2022,117,4748,Aventura
The Road to Brown,9/14/2022,189,1521,Documental
The Rock,3/17/2022,156,8296,Thriller
The Rookie,04/05/2022,180,4658,Deporte
The Royal Scandal,7/15/2023,174,7803,Historia
The Rum Diary,05/04/2021,134,7198,Comedia 
The Rundown,12/20/2020,175,9454,Accion
The Russian Novel,07/12/2019,129,407,Drama
The Russian Specialist,04/02/2020,122,7246,Thriller
The Sadist,11/13/2019,79,1462,Crimen
The Sailor Who Fell from Grace with the Sea,11/04/2018,109,4420,Drama
The Salvation,4/17/2019,95,1313,Drama
The Samaritan,8/18/2022,134,1010,Thriller
The Saphead,6/25/2021,101,6081,Comedia 
The Scapegoat,2/21/2020,92,3,Misterio
The Scarecrow,8/24/2020,181,8857,Misterio
The Scarlet Empress,03/11/2021,104,5010,Historia
The Scent of Green Papaya,8/14/2020,107,6829,Drama
The Sea Inside,12/07/2021,158,5271,Drama
The Search,1/27/2023,89,7241,Guerra
The Search,5/26/2021,117,858,Romance
The Secret of Dr. Kildare,11/08/2018,88,1693,Romance
The Secret of Kells,3/22/2023,181,3955,Animacion
The Secret of NIMH 2: Timmy to the Rescue,08/09/2022,64,9979,Animacion
The Secret Six,12/24/2021,99,9591,Crimen
The Selfish Giant,8/23/2022,95,7461,Drama
The September Issue,02/12/2021,180,398,Documental
The Seventh Sign,03/10/2019,122,961,Horror
The Shape of Things,04/08/2020,99,5773,Romance
The Shrinking of Treehorn,7/13/2023,120,381,Animacion
The Sitter,10/02/2021,181,3853,Comedia 
The Skin I Live In,7/28/2022,137,8522,Thriller
The Skulls,12/06/2019,169,9717,Misterio
The Sleepy Time Gal,09/09/2022,148,9947,Drama
The Snails,03/01/2019,72,4005,Comedia 
The Sniper,01/06/2019,95,4357,Drama
The Son of Kong,5/26/2022,139,5872,Fantasia 
The Son's Room,08/06/2020,175,6162,Drama
The Soul of a Man,12/26/2022,89,1554,Musical
The South,08/06/2020,181,2540,Drama
The Spanish Apartment,9/14/2019,79,1148,Romance
The Speed Of Thought,6/26/2022,60,210,Thriller
The Spiders Part 1: The Golden Lake,01/03/2021,110,4842,Fantasia 
The Spider's Stratagem,05/01/2019,95,333,Misterio
The Spiral Staircase,02/02/2022,184,163,Thriller
The Squeeze,08/12/2020,62,9042,Thriller
The Stand,10/18/2019,112,2606,Aventura
The Star Maker,05/10/2021,177,807,Musical
The Stars Fell on Henrietta,7/22/2022,64,8809,Romance
The Steamroller and the Violin,3/15/2021,66,7554,Musical
The Sterile Cuckoo,8/21/2019,118,7340,Romance
The Sting II,05/10/2023,181,5446,Comedia 
The Story of Alexander Graham Bell,10/21/2019,92,789,Drama
The Story of Esther Costello,8/25/2022,98,5605,Drama
The Story of Louis Pasteur,11/17/2022,61,1476,Historia
The Story of Us,03/04/2020,134,8945,Romance
The Straight Story,12/27/2022,108,9356,Drama
The Strange Case of Dr. Jekyll and Miss Osbourne,8/23/2023,185,5084,Comedia 
The Strange Case of the End of Civilization as We Know It,8/22/2023,152,4860,Ciencia Ficcion
The Strange Color Of Your Body's Tears,11/20/2021,183,49,Terror
The Stranger,9/20/2021,60,3324,Misterio
The Strangler,10/30/2021,95,3104,Crimen
The Strongest Man in the World,05/01/2023,182,6394,Deporte
The Student,05/02/2023,100,1458,Drama
The Sudden Wealth of the Poor People of Kombach,5/15/2021,181,1757,Comedia 
The Summit,7/31/2019,89,2754,Documental
The Super,10/20/2018,120,8887,Comedia 
The Super Inframan,09/03/2020,131,3077,Accion
The Surgeon,8/15/2021,106,5599,Terror
The Swan,9/16/2021,122,3798,Romance
The Swedish Moment,3/29/2022,181,1508,Drama
The Swimmer,09/07/2020,68,3188,Drama
The Switch,10/07/2020,115,7310,Comedia 
The Sword and the Rose,10/17/2021,207,3757,Aventura
The Tailor of Panama,10/13/2020,100,2276,Misterio
The Taking of Power by Louis XIV,12/07/2019,145,3347,Historia
The Target Shoots First,06/03/2022,142,840,Musical
The Taste of Others,7/21/2023,153,7274,Romance
The Tattooist,02/03/2019,89,3465,Terror
The Tesseract,12/14/2018,121,8360,Drama
The Texas Chainsaw Massacre,9/16/2021,120,4027,Terror
The Theory of Everything,05/09/2019,186,6282,Drama
The Thin Man,08/07/2023,85,6752,Comedia 
The Third Man,12/11/2022,161,5961,Misterio
The Third Wave,3/23/2021,195,4960,Drama
The Thirteenth Floor,12/10/2020,136,5180,Ciencia Ficcion
The Tie That Binds,01/04/2022,200,3549,Thriller
The tigers Apprentice,08/09/2023,189,6860,Fantasia 
The Tortured,7/21/2023,95,2953,Terror
The Towering Inferno,12/25/2018,95,9497,Accion
The Town that Dreaded Sundown,04/08/2021,181,9547,Crimen
The Toxic Avenger Part II,2/20/2023,161,3618,Accion
The Toxic Avenger Part III: The Last Temptation of Toxie,3/25/2023,194,4283,Accion
The Transporter,5/14/2020,184,4635,Accion
The Trap,04/02/2022,117,1555,Drama
The Traveler,11/28/2020,96,8749,Ciencia Ficcion
The Treatment,1/27/2022,83,8270,Thriller
The Trial of Joan of Arc,06/04/2021,65,4291,Historia
The Tribe,10/18/2018,181,5728,Crimen
The Trip to Squash Land,12/06/2020,173,6511,Animacion
The Truth About Charlie,1/19/2019,195,8507,Misterio
The Two Jakes,08/09/2023,62,6849,Crimen
The Two of Us,3/19/2023,193,6895,Comedia 
The Underneath,05/02/2020,170,4051,Crimen
The Unknown Known,02/06/2019,203,9637,Documental
The Unknown Soldier,2/20/2019,161,663,Guerra
The Unsinkable Molly Brown,09/11/2022,134,2872,Musical
The Untouchables,8/29/2022,181,4116,Crimen
The Unvanquished,06/05/2023,182,2135,Guerra
The Valley of Gwangi,3/14/2020,134,9616,Western
The Vampire Bat,8/29/2019,198,6599,Crimen
The Van,04/05/2023,79,8639,Comedia 
The Vengeance of Fu Manchu,11/12/2021,85,4544,Crimen
The Very Thought of You,02/01/2019,60,935,Romance
The Vikings,11/10/2020,145,6462,Historia
The Violent Professionals,05/09/2021,128,5684,Crimen
The Virginity Hit,10/15/2021,95,1434,Comedia 
The Visitor,7/18/2020,85,5314,Drama
The Waiting Room,7/15/2023,152,1414,Drama
The Walking Hills,11/23/2022,175,8046,Crimen
The Walking Stick,6/23/2020,195,3331,Drama
The Wankers,7/16/2019,184,9239,Comedia 
The War,1/20/2020,194,7221,Guerra
The Warlords,07/05/2021,96,6627,Historia
The Way We Laughed,7/30/2022,127,9505,Drama
The Wedding March,6/17/2021,102,9742,Romance
The Wedding Weekend,11/11/2018,104,4995,Romance
The Well,5/26/2022,178,1814,Drama
The Wet Parade,3/23/2019,185,2081,Musical
The White Cliffs of Dover,01/05/2022,172,2755,Belico
The White Diamond,4/30/2020,173,9868,Documental
The Whole Nine Yards,05/02/2022,103,2712,Comedia 
The Wicker Tree,11/05/2018,163,6927,Drama
The Wild Bunch: An Album in Montage,01/07/2020,193,5930,Historia
The Wild Thornberrys Movie,05/08/2019,107,8944,Animacion
The Wings of the Dove,10/04/2022,156,1055,Romance
The Wog Boy,08/07/2022,82,7631,Comedia 
The Woman Chaser,8/15/2019,189,9152,Comedia 
The Woman in Black 2: Angel of Death,05/10/2022,186,6293,Drama
The Woman That Dreamed About a Man ,4/24/2023,89,3192,Drama
The Woman Who Wasn't There,01/08/2019,117,8534,Documental
"The Woman, a Gun and a Noodle Shop",4/14/2019,134,8724,Comedia 
The Wonderful Ice Cream Suit,2/26/2023,174,806,Comedia 
The wonderful story of Henry Sugar,2/15/2023,149,405,Drama
The Woodcarver,08/03/2021,200,6571,Drama
The Wool Cap,10/11/2021,95,4615,Drama
The World Is Not Enough,11/13/2021,123,5741,Suspenso
The Wrong Move,03/12/2020,134,7913,Drama
The X-Files: I Want to Believe,06/12/2022,117,3616,Ciencia Ficcion
The Yacoubian Building,04/12/2020,151,1560,Crimen
The Yellow Handkerchief,05/11/2023,157,2346,Romance
The Yellow Sea,12/06/2019,85,3136,Accion
The Yes Men Fix the World,12/18/2021,134,2903,Documental
The Zone,11/28/2019,177,9316,Crimen
Theatre Bizarre,05/09/2019,185,6318,Terror
Them ,5/20/2023,149,971,Terror
There Goes My Heart,1/27/2022,62,3039,Comedia 
There Was a Crooked Man...,11/14/2022,78,7694,Comedia 
These Three,4/21/2023,112,9158,Drama
They Came to Cordura,04/04/2020,193,3592,Belico
They Were Expendable,03/06/2022,208,4283,Belico
They Won't Forget,9/21/2022,120,6446,Crimen
Thief of Bagdad,4/14/2023,134,8578,Fantasia 
Thieves' Highway,07/12/2023,110,7536,Crimen
Thin Line Between Love and Hate,1/26/2023,140,6075,Comedia 
Thin Man,10/26/2021,99,2800,Comedia 
Things to Come,4/23/2022,95,2890,Ciencia Ficcion
Things to Do in Denver When You're Dead,09/09/2020,152,6642,Thriller
Thirteen Ghosts ,07/11/2020,198,8933,Horror
Thirteen Women,12/18/2020,167,8193,Drama
Thirty Day Princess,5/13/2023,103,8527,Romance
This Christmas,6/13/2020,82,661,Comedia 
This Christmas,03/10/2019,153,9646,Comedia 
This Filthy World,11/25/2018,134,9101,Documental
This Girl's Life,10/21/2020,97,3598,Drama
This Is Not a Film,9/16/2021,134,3327,Documental
This is Our Time,06/03/2022,176,4824,Drama
This Is Spinal Tap,01/02/2019,118,1774,Musical
This Is the Night,4/30/2020,122,493,Comedia 
Thomas and the Magic Railroad,10/15/2020,207,6247,Aventura
Thor,08/08/2023,134,3431,Accion
Those Magnificent Men in Their Flying Machines,6/30/2022,181,3547,Aventura
Thousands Cheer,10/24/2019,102,6423,Comedia 
Three Amigos,05/08/2019,194,6895,Western
Three Brave Men,4/16/2020,137,568,Western
Three Colors: White ,09/07/2022,65,4026,Drama
Three Days of the Condor,10/13/2018,95,7228,Suspenso
Three Degrees Colder ,02/01/2023,171,3842,Documental
Three Kingdoms: Resurrection of the Dragon ,07/03/2020,102,7878,Belico
